ön	/ön+Adj
erkeginkinden	/erkeg+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /erkegink+Noun+A3sg+P2sg+Abl /erkegink+Noun+A3sg+P3sg+Abl /erkeginki+Noun+A3sg+P2sg+Abl /erkeginkin+Noun+A3sg+Pnon+Abl /erkeginkinde+Noun+A3sg+P2sg+Nom /erkeginkinden+Noun+A3sg+Pnon+Nom
digerlerinkinden	/diger+Noun+A3pl+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerink+Noun+A3sg+P2sg+Abl /digerlerink+Noun+A3sg+P3sg+Abl /digerlerinki+Noun+A3sg+P2sg+Abl /digerlerinkin+Noun+A3sg+Pnon+Abl /digerlerinkinde+Noun+A3sg+P2sg+Nom /digerlerinkinden+Noun+A3sg+Pnon+Nom
digerlerinkinden	/diger+Noun+A3pl+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerler+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerlerink+Noun+A3sg+P2sg+Abl /digerlerink+Noun+A3sg+P3sg+Abl /digerlerinki+Noun+A3sg+P2sg+Abl /digerlerinkin+Noun+A3sg+Pnon+Abl /digerlerinkinde+Noun+A3sg+P2sg+Nom /digerlerinkinden+Noun+A3sg+Pnon+Nom
digerininkinden	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerinink+Noun+A3sg+P2sg+Abl /digerinink+Noun+A3sg+P3sg+Abl /digerininki+Noun+A3sg+P2sg+Abl /digerininkin+Noun+A3sg+Pnon+Abl /digerininkinde+Noun+A3sg+P2sg+Nom /digerininkinden+Noun+A3sg+Pnon+Nom
digerininkinden	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerinink+Noun+A3sg+P2sg+Abl /digerinink+Noun+A3sg+P3sg+Abl /digerininki+Noun+A3sg+P2sg+Abl /digerininkin+Noun+A3sg+Pnon+Abl /digerininkinde+Noun+A3sg+P2sg+Nom /digerininkinden+Noun+A3sg+Pnon+Nom
digerininkinden	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerinink+Noun+A3sg+P2sg+Abl /digerinink+Noun+A3sg+P3sg+Abl /digerininki+Noun+A3sg+P2sg+Abl /digerininkin+Noun+A3sg+Pnon+Abl /digerininkinde+Noun+A3sg+P2sg+Nom /digerininkinden+Noun+A3sg+Pnon+Nom
digerininkinden	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerinink+Noun+A3sg+P2sg+Abl /digerinink+Noun+A3sg+P3sg+Abl /digerininki+Noun+A3sg+P2sg+Abl /digerininkin+Noun+A3sg+Pnon+Abl /digerininkinde+Noun+A3sg+P2sg+Nom /digerininkinden+Noun+A3sg+Pnon+Nom
digerininkinden	/diger+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /diger+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digeri+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Abl /digerin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Abl /digerinink+Noun+A3sg+P2sg+Abl /digerinink+Noun+A3sg+P3sg+Abl /digerininki+Noun+A3sg+P2sg+Abl /digerininkin+Noun+A3sg+Pnon+Abl /digerininkinde+Noun+A3sg+P2sg+Nom /digerininkinden+Noun+A3sg+Pnon+Nom
benimkilere	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Dat
benimkilere	/ben+Pron+Pers+A1sg+Pnon+Gen^DB+Pron+Rel+A3pl+Pnon+Dat
baskasininkini	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasinink+Noun+A3sg+P2sg+Acc /baskasinink+Noun+A3sg+P3sg+Acc /baskasininki+Noun+A3sg+P2sg+Acc /baskasininkin+Noun+A3sg+P3sg+Nom /baskasininkin+Noun+A3sg+Pnon+Acc /baskasininkini+Noun+A3sg+Pnon+Nom
baskasininkini	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasinink+Noun+A3sg+P2sg+Acc /baskasinink+Noun+A3sg+P3sg+Acc /baskasininki+Noun+A3sg+P2sg+Acc /baskasininkin+Noun+A3sg+P3sg+Nom /baskasininkin+Noun+A3sg+Pnon+Acc /baskasininkini+Noun+A3sg+Pnon+Nom
baskasininkini	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasinink+Noun+A3sg+P2sg+Acc /baskasinink+Noun+A3sg+P3sg+Acc /baskasininki+Noun+A3sg+P2sg+Acc /baskasininkin+Noun+A3sg+P3sg+Nom /baskasininkin+Noun+A3sg+Pnon+Acc /baskasininkini+Noun+A3sg+Pnon+Nom
baskasininkini	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasinink+Noun+A3sg+P2sg+Acc /baskasinink+Noun+A3sg+P3sg+Acc /baskasininki+Noun+A3sg+P2sg+Acc /baskasininkin+Noun+A3sg+P3sg+Nom /baskasininkin+Noun+A3sg+Pnon+Acc /baskasininkini+Noun+A3sg+Pnon+Nom
baskasininkini	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasinink+Noun+A3sg+P2sg+Acc /baskasinink+Noun+A3sg+P3sg+Acc /baskasininki+Noun+A3sg+P2sg+Acc /baskasininkin+Noun+A3sg+P3sg+Nom /baskasininkin+Noun+A3sg+Pnon+Acc /baskasininkini+Noun+A3sg+Pnon+Nom
baskasininkini	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Acc /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Acc /baskasinink+Noun+A3sg+P2sg+Acc /baskasinink+Noun+A3sg+P3sg+Acc /baskasininki+Noun+A3sg+P2sg+Acc /baskasininkin+Noun+A3sg+P3sg+Nom /baskasininkin+Noun+A3sg+Pnon+Acc /baskasininkini+Noun+A3sg+Pnon+Nom
baskalarininkilerle	/baskalar+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalar+Noun+A3sg+P3sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarin+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarininki+Noun+A3pl+Pnon+Ins /baskalarininkiler+Noun+A3sg+Pnon+Ins /baskalarininkilerl+Noun+A3sg+Pnon+Dat /baskalarininkilerle+Noun+A3sg+Pnon+Nom
baskalarininkilerle	/baskalar+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalar+Noun+A3sg+P3sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarin+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarininki+Noun+A3pl+Pnon+Ins /baskalarininkiler+Noun+A3sg+Pnon+Ins /baskalarininkilerl+Noun+A3sg+Pnon+Dat /baskalarininkilerle+Noun+A3sg+Pnon+Nom
baskalarininkilerle	/baskalar+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalar+Noun+A3sg+P3sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarin+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarininki+Noun+A3pl+Pnon+Ins /baskalarininkiler+Noun+A3sg+Pnon+Ins /baskalarininkilerl+Noun+A3sg+Pnon+Dat /baskalarininkilerle+Noun+A3sg+Pnon+Nom
baskalarininkilerle	/baskalar+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalar+Noun+A3sg+P3sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarin+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarininki+Noun+A3pl+Pnon+Ins /baskalarininkiler+Noun+A3sg+Pnon+Ins /baskalarininkilerl+Noun+A3sg+Pnon+Dat /baskalarininkilerle+Noun+A3sg+Pnon+Nom
baskalarininkilerle	/baskalar+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalar+Noun+A3sg+P3sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalari+Noun+A3sg+P2sg+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarin+Noun+A3sg+Pnon+Gen^DB+Pron+A3pl+Pnon+Ins /baskalarininki+Noun+A3pl+Pnon+Ins /baskalarininkiler+Noun+A3sg+Pnon+Ins /baskalarininkilerl+Noun+A3sg+Pnon+Dat /baskalarininkilerle+Noun+A3sg+Pnon+Nom
senler	/sen+Pron+PersP+A2sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl
seniz	/sen+Pron+PersP+A2sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
pronubana	/pronuba+Noun+A3sg+P2sg+Dat /pronuban+Noun+A3sg+Pnon+Dat /pronubana+Noun+A3sg+Pnon+Nom
pronubana	/pronuba+Noun+A3sg+P2sg+Dat /pronuban+Noun+A3sg+Pnon+Dat /pronubana+Noun+A3sg+Pnon+Nom
pronubana	/pronuba+Noun+A3sg+P2sg+Dat /pronuban+Noun+A3sg+Pnon+Dat /pronubana+Noun+A3sg+Pnon+Nom
pronubana	/pronuba+Noun+A3sg+P2sg+Dat /pronuban+Noun+A3sg+Pnon+Dat /pronubana+Noun+A3sg+Pnon+Nom
pronouns	/pronouns+Noun+A3sg+Pnon+Nom
pronouns	/pronouns+Noun+A3sg+Pnon+Nom
olu	/o+Pron+PersP+A3sg+Pnon+Nom^DB+Adj+With /o+Pron+PersP+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+Pnon+Nom
olu	/o+Pron+PersP+A3sg+Pnon+Nom^DB+Adj+With /o+Pron+PersP+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+Pnon+Nom
olanlarinki	/olanlar+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Nom /olanlarink+Noun+A3sg+P3sg+Nom /olanlarink+Noun+A3sg+Pnon+Acc /olanlarinki+Noun+A3sg+Pnon+Nom
neyinden	/ne+Pron+Ques+A3sg+P3sg+Abl /ney+Noun+A3sg+P3sg+Abl /ney+Noun+A3sg+P2sg+Abl /ne+Pron+Ques+A3sg+P3sg+Abl /ne+Pron+Ques+A3sg+P2sg+Abl
neyinden	/ne+Pron+Ques+A3sg+P3sg+Abl /ney+Noun+A3sg+P3sg+Abl /ney+Noun+A3sg+P2sg+Abl /ne+Pron+Ques+A3sg+P3sg+Abl /ne+Pron+Ques+A3sg+P2sg+Abl
neyinden	/ne+Pron+Ques+A3sg+P3sg+Abl /ney+Noun+A3sg+P3sg+Abl /ney+Noun+A3sg+P2sg+Abl /ne+Pron+Ques+A3sg+P3sg+Abl /ne+Pron+Ques+A3sg+P2sg+Abl
neredeysek	/nere+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Cond+A1pl
nemize	/ne+Pron+Ques+A3sg+P1pl+Dat
kimisiyle	/kimi+Pron+Quant+A3sg+P3sg+Ins
kimisinden	/kimi+Pron+Quant+A3sg+P3sg+Abl
kendinizsiniz	/kendi+Pron+Reflex+A2pl+P1pl+Nom^DB+Verb+Zero+Pres+A2pl
kendininki	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom
kendininki	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom
kendininki	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom
kendininki	/kendi+Pron+Reflex+A3sg+P3sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom /kendi+Pron+Reflex+A2sg+P2sg+Gen^DB+Pron+Rel+A3sg+Pnon+Nom
kendiminkini	/kendi+Pron+Reflex+A1sg+P1sg+Gen^DB+Pron+Rel+A3sg+Pnon+Acc
kendiminkini	/kendi+Pron+Reflex+A1sg+P1sg+Gen^DB+Pron+Rel+A3sg+Pnon+Acc
herbirisinden	/herbiri+Pron+Quant+A3sg+P3sg+Abl
bununki	/bu+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom
bununki	/bu+Pron+Demons+A3sg+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Nom
bizdekilerin	/biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Nom /biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Nom /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen
bizdekilerin	/biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Nom /biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Nom /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen
bizdekilerden	/biz+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Abl /biz+Pron+Pers+A1pl+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Abl
biriydiler	/bir+Adj^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3pl /bir+Num+Card^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3pl /biri+Pron+Quant+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3pl
baskasininkine	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasinink+Noun+A3sg+P2sg+Dat /baskasinink+Noun+A3sg+P3sg+Dat /baskasininki+Noun+A3sg+P2sg+Dat /baskasininkin+Noun+A3sg+Pnon+Dat /baskasininkine+Noun+A3sg+Pnon+Nom
baskasininkine	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasinink+Noun+A3sg+P2sg+Dat /baskasinink+Noun+A3sg+P3sg+Dat /baskasininki+Noun+A3sg+P2sg+Dat /baskasininkin+Noun+A3sg+Pnon+Dat /baskasininkine+Noun+A3sg+Pnon+Nom
baskasininkine	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasinink+Noun+A3sg+P2sg+Dat /baskasinink+Noun+A3sg+P3sg+Dat /baskasininki+Noun+A3sg+P2sg+Dat /baskasininkin+Noun+A3sg+Pnon+Dat /baskasininkine+Noun+A3sg+Pnon+Nom
baskasininkine	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasinink+Noun+A3sg+P2sg+Dat /baskasinink+Noun+A3sg+P3sg+Dat /baskasininki+Noun+A3sg+P2sg+Dat /baskasininkin+Noun+A3sg+Pnon+Dat /baskasininkine+Noun+A3sg+Pnon+Nom
baskasininkine	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasinink+Noun+A3sg+P2sg+Dat /baskasinink+Noun+A3sg+P3sg+Dat /baskasininki+Noun+A3sg+P2sg+Dat /baskasininkin+Noun+A3sg+Pnon+Dat /baskasininkine+Noun+A3sg+Pnon+Nom
baskasininkine	/baska+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskas+Noun+A3sg+P3sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasi+Noun+A3sg+P2sg+Gen^DB+Pron+A3sg+Pnon+Dat /baskasin+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Dat /baskasinink+Noun+A3sg+P2sg+Dat /baskasinink+Noun+A3sg+P3sg+Dat /baskasininki+Noun+A3sg+P2sg+Dat /baskasininkin+Noun+A3sg+Pnon+Dat /baskasininkine+Noun+A3sg+Pnon+Nom
sizdir	/siz+Pron+Pers+A2pl+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
senlensin	/sen+Pron+PersP+A2sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg
sendenim	/sen+Pron+Pers+A2sg+Pnon+Abl^DB+Verb+Zero+Pres+A1sg
onlarinkinin	/onlar+Noun+A3sg+Pnon+Gen^DB+Pron+A3sg+Pnon+Gen /onlarink+Noun+A3sg+P2sg+Gen /onlarink+Noun+A3sg+P3sg+Gen /onlarinki+Noun+A3sg+Pnon+Gen /onlarinki+Noun+A3sg+P2sg+Gen /onlarinkin+Noun+A3sg+P2sg+Nom /onlarinkin+Noun+A3sg+Pnon+Gen /onlarinkini+Noun+A3sg+P2sg+Nom /onlarinkinin+Noun+A3sg+Pnon+Nom
oluyu	/o+Pron+PersP+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+Pnon+Acc
neresindesin	/nere+Pron+Ques+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A2sg
nende	/ne+Pron+Ques+A3sg+P2sg+Loc /ne+Pron+Ques+A3sg+P2sg+Loc
nende	/ne+Pron+Ques+A3sg+P2sg+Loc /ne+Pron+Ques+A3sg+P2sg+Loc
nedeyse	/ne+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Cond+A3sg
kimlersiniz	/kim+Pron+Ques+A3pl+Pnon+Nom^DB+Verb+Zero+Pres+A2pl
kimi	/kim+Pron+Ques+A3sg+P3sg+Nom /kim+Pron+Ques+A3sg+Pnon+Acc /kimi+Det /kimi+Pron+Quant+A3sg+P3sg+Nom
kimi	/kim+Pron+Ques+A3sg+P3sg+Nom /kim+Pron+Ques+A3sg+Pnon+Acc /kimi+Det /kimi+Pron+Quant+A3sg+P3sg+Nom
kimi	/kim+Pron+Ques+A3sg+P3sg+Nom /kim+Pron+Ques+A3sg+Pnon+Acc /kimi+Det /kimi+Pron+Quant+A3sg+P3sg+Nom
kendisisiniz	/kendi+Pron+Reflex+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A2pl
kendisindeyken	/kendi+Pron+Reflex+A3sg+P3sg+Loc^DB+Verb+Zero^DB+Adverb+While
kendinizdeki	/kendi+Pron+Reflex+A2pl+P1pl+Loc^DB+Adj+Rel
kendindedir	/kendi+Pron+Reflex+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+Cop+A3sg /kendi+Pron+Reflex+A2sg+P2sg+Loc^DB+Verb+Zero+Pres+Cop+A3sg
kendindedir	/kendi+Pron+Reflex+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+Cop+A3sg /kendi+Pron+Reflex+A2sg+P2sg+Loc^DB+Verb+Zero+Pres+Cop+A3sg
sizinkiyle	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Ins
sizinkiyle	/siz+Pron+Pers+A2pl+Pnon+Gen^DB+Pron+Rel+A3sg+Pnon+Ins
ne	/ne+Conj /ne+Adverb /ne+Adj /ne+Pron+Ques+A3sg+Pnon+Nom
mi	/mi+Ques+Pres+A3sg /mi+Noun+A3sg+Pnon+Nom
mi	/mi+Ques+Pres+A3sg /mi+Noun+A3sg+Pnon+Nom
neden	/neden+Adverb /neden+Noun+A3sg+Pnon+Nom /ne+Pron+Ques+A3sg+Pnon+Abl
mu	/mu+Ques+Pres+A3sg
kim	/kim+Pron+Ques+A3sg+Pnon+Nom
kimse	/kim+Pron+Ques+A3sg+Pnon+Nom^DB+Verb+Zero+Cond+A3sg /kimse+Noun+A3sg+Pnon+Nom
neler	/ne+Pron+Ques+A3pl+Pnon+Nom /ne+Pron+Ques+A3pl+Pnon+Nom
neler	/ne+Pron+Ques+A3pl+Pnon+Nom /ne+Pron+Ques+A3pl+Pnon+Nom
neredeyse	/neredeyse+Adverb /nere+Pron+Ques+A3sg+Pnon+Loc^DB+Verb+Zero+Cond+A3sg
